"NAME","P0050001","P0050002","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","P0050010","P0050011","P0050012","P0050013","P0050014","P0050015","P0050016","P0050017","FIPS"
"Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2331035,1879437,310357,6733,79501,1712,5724,47571,452208,313974,18977,3197,1378,367,89241,25074,"45300"
"Taos, NM Micro Area",32937,14556,11958,104,1747,201,5,85,456,18381,10681,39,284,18,5,6211,1143,"45340"
"Taylorville, IL Micro Area",34800,34329,33331,492,41,165,7,9,284,471,279,3,10,2,1,138,38,"45380"
"Terre Haute, IN Metro Area",172425,169225,155488,8423,460,1907,46,177,2724,3200,2086,86,58,5,4,708,253,"45460"
"Texarkana, TX-Texarkana, AR Metro Area (part); Texarkana, TX-Texarkana, AR Metro Area (part)",136027,128927,92034,32819,852,917,62,121,2122,7100,2741,235,135,15,6,3371,597,"45500"
"The Dalles, OR Micro Area",25213,21470,19556,85,1018,191,142,16,462,3743,2144,21,99,1,3,1295,180,"45520"
"The Villages, FL Micro Area",93420,87838,77338,8736,294,609,28,77,756,5582,3555,286,65,11,11,1360,294,"45540"
"Thomaston, GA Micro Area",27153,26565,18522,7544,61,124,3,19,292,588,171,46,15,3,6,304,43,"45580"
"Thomasville, GA Micro Area",44720,43445,26081,16416,166,306,7,49,420,1275,564,81,30,5,0,470,125,"45620"
"Thomasville-Lexington, NC Micro Area",162878,152470,133486,14269,634,1957,26,220,1878,10408,3873,152,160,37,1,5651,534,"45640"
"Tiffin, OH Micro Area",56745,54221,51739,1227,84,321,6,51,793,2524,1444,78,25,3,4,696,274,"45660"
"Tifton, GA Micro Area",40118,36081,23555,11549,72,507,8,33,357,4037,1090,69,13,5,0,2589,271,"45700"
"Toccoa, GA Micro Area",26175,25542,22006,2821,68,175,13,32,427,633,280,24,9,3,2,225,90,"45740"
"Toledo, OH Metro Area",651429,613696,503966,85887,1328,8890,132,821,12672,37733,19830,1568,498,116,29,11109,4583,"45780"
"Topeka, KS Metro Area",233870,213255,186502,14839,3028,2179,130,197,6380,20615,10676,695,544,40,8,6502,2150,"45820"
"Torrington, CT Micro Area",189927,181392,173403,2206,284,2877,41,239,2342,8535,4865,352,120,31,4,2469,694,"45860"
"Traverse City, MI Micro Area",143372,140188,134101,1200,2011,765,28,53,2030,3184,1885,21,164,15,16,771,312,"45900"
"Trenton-Ewing, NJ Metro Area",366513,311195,199909,71378,535,32545,146,630,6052,55318,25102,2940,659,207,149,22226,4035,"45940"
"Troy, AL Micro Area",32899,32169,18887,11990,185,645,6,14,442,730,257,64,7,9,18,327,48,"45980"
"Truckee-Grass Valley, CA Micro Area",98764,90325,85477,341,793,1124,96,122,2372,8439,4756,48,251,63,14,2556,751,"46020"
"Tucson, AZ Metro Area",980263,641461,541700,31075,23558,24592,1336,1461,17739,338802,187051,3599,9047,1139,288,119178,18500,"46060"
"Tullahoma, TN Micro Area",100210,97104,90415,4051,298,772,37,53,1478,3106,1474,48,29,5,9,1275,266,"46100"
"Tulsa, OK Metro Area",937478,859032,635628,77683,74729,16317,523,809,53343,78446,29360,1245,2659,229,54,38461,6438,"46140"
"Tupelo, MS Micro Area",136268,132128,101875,27980,211,621,29,73,1339,4140,1229,161,35,4,6,2463,242,"46180"
"Tuscaloosa, AL Metro Area",219461,213303,134386,74015,489,2343,77,143,1850,6158,2459,267,79,13,41,2919,380,"46220"
"Tuskegee, AL Micro Area",21452,21220,3267,17631,28,76,2,12,204,232,52,98,1,0,0,57,24,"46260"
"Twin Falls, ID Micro Area",99604,82105,78799,346,584,957,91,86,1242,17499,7798,58,324,41,9,8275,994,"46300"
"Tyler, TX Metro Area",209714,173626,130246,37195,734,2550,63,225,2613,36088,16840,434,407,47,16,16799,1545,"46340"
"Ukiah, CA Micro Area",87841,68336,60249,544,3486,1402,92,131,2432,19505,6969,78,791,48,27,10054,1538,"46380"
"Union, SC Micro Area",28961,28679,19146,9022,63,79,11,23,335,282,140,44,4,0,0,69,25,"46420"
"Union City, TN-KY Micro Area (part); Union City, TN-KY Micro Area (part)",38620,37568,31961,4960,66,120,10,22,429,1052,372,16,8,2,4,590,60,"46460"
"Urbana, OH Micro Area",40097,39646,37743,874,134,151,12,32,700,451,243,18,9,2,1,116,62,"46500"
"Utica-Rome, NY Metro Area",299397,287538,260944,14322,636,6847,57,280,4452,11859,6055,1066,126,50,23,3347,1192,"46540"
"Uvalde, TX Micro Area",26405,8106,7666,110,62,116,6,35,111,18299,12965,60,84,18,0,4499,673,"46620"
"Valdosta, GA Metro Area",139588,131853,80113,47040,446,1725,101,274,2154,7735,3235,392,144,33,40,3182,709,"46660"
"Vallejo-Fairfield, CA Metro Area",413344,313988,168628,58743,1864,59027,3243,1463,21020,99356,42123,2007,1348,1446,321,41773,10338,"46700"
"Valley, AL Micro Area",34215,33679,19893,13206,57,166,7,23,327,536,219,51,12,2,3,191,58,"46740"
"Van Wert, OH Micro Area",28744,28004,27351,237,36,65,2,13,300,740,411,13,6,1,1,210,98,"46780"
"Vermillion, SD Micro Area",13864,13587,12484,179,408,230,3,17,266,277,153,6,21,2,1,46,48,"46820"
"Vernal, UT Micro Area",32588,30258,26999,96,2375,159,71,10,548,2330,1233,25,134,7,3,718,210,"46860"
"Vernon, TX Micro Area",13535,10027,8585,1049,115,97,6,6,169,3508,2000,37,30,1,0,1265,175,"46900"
"Vicksburg, MS Micro Area",48773,47877,24143,22836,106,412,10,15,355,896,405,84,23,1,0,314,69,"46980"
"Victoria, TX Metro Area",115384,64887,55695,6019,264,1814,20,130,945,50497,36785,402,393,48,13,11095,1761,"47020"
"Vidalia, GA Micro Area",36346,32811,23031,9088,43,225,15,46,363,3535,988,76,37,1,0,2276,157,"47080"
"Vincennes, IN Micro Area",38440,37850,36154,994,64,214,11,19,394,590,321,15,9,1,0,167,77,"47180"
"Vineland-Millville-Bridgeton, NJ Metro Area",156898,114441,78931,29376,1102,1854,31,216,2931,42457,19499,2365,644,53,28,17276,2592,"47220"
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part)",1671683,1582116,955896,512044,5637,57057,1872,2795,46815,89567,41186,10365,1191,960,192,25107,10566,"47260"
"Visalia-Porterville, CA Metro Area",442179,174114,143935,5497,3323,14204,370,641,6144,268065,121683,1699,3670,972,139,127622,12280,"47300"
"Wabash, IN Micro Area",32888,32191,31369,155,211,134,6,9,307,697,395,8,6,4,0,224,60,"47340"
"Waco, TX Metro Area",234906,179435,138295,33892,704,3128,84,235,3097,55471,25742,875,769,92,23,25262,2708,"47380"
"Wahpeton, ND-MN Micro Area (part); Wahpeton, ND-MN Micro Area (part)",22897,22496,21645,123,361,106,7,10,244,401,243,2,33,0,2,84,37,"47420"
"Walla Walla, WA Micro Area",58781,47188,43604,1004,452,733,159,54,1182,11593,6050,75,151,25,8,4638,646,"47460"
"Walterboro, SC Micro Area",38892,37798,21736,15109,308,125,7,24,489,1094,437,69,14,1,0,475,98,"47500"
"Wapakoneta, OH Micro Area",45949,45406,44625,124,75,165,16,25,376,543,334,8,9,7,0,132,53,"47540"
"Warner Robins, GA Metro Area",139900,131385,84703,39535,392,3360,96,210,3089,8515,3923,463,83,43,89,3150,764,"47580"
"Warren, PA Micro Area",41815,41510,40827,136,71,156,12,4,304,305,204,13,9,1,0,49,29,"47620"
"Warrensburg, MO Micro Area",52595,50984,46367,2227,245,781,120,44,1200,1611,977,52,33,21,4,354,170,"47660"
"Warsaw, IN Micro Area",77358,71724,69531,542,178,642,19,72,740,5634,2657,30,54,8,0,2559,326,"47700"
"Washington, IN Micro Area",31648,30334,29696,165,62,161,6,15,229,1314,381,7,9,0,2,803,112,"47780"
"Washington, NC Micro Area",47759,44593,31705,12105,116,158,2,40,467,3166,846,118,92,7,17,1946,140,"47820"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part)",5582170,4811375,2711258,1409473,12284,513919,3211,15579,145651,770795,347562,28963,10507,3539,797,319565,59862,"47900"
"Washington Court House, OH Micro Area",29030,28510,27227,569,59,151,8,32,464,520,244,17,8,6,0,205,40,"47920"
"Waterloo-Cedar Falls, IA Metro Area",167819,162551,145617,11705,224,1885,184,129,2807,5268,2468,154,93,23,26,2008,496,"47940"
"Watertown, SD Micro Area",33130,32548,31441,98,531,134,0,2,342,582,216,5,30,1,0,274,56,"47980"
"Watertown-Fort Atkinson, WI Micro Area",83686,78131,75903,628,212,551,13,57,767,5555,2729,53,45,9,5,2422,292,"48020"
"Watertown-Fort Drum, NY Micro Area",116229,110086,99682,5475,500,1464,273,121,2571,6143,3365,401,86,54,25,1547,665,"48060"
"Wauchula, FL Micro Area",27731,15836,13315,1877,91,294,8,6,245,11895,6698,59,81,4,4,4748,301,"48100"
"Wausau, WI Metro Area",134063,131071,121007,820,566,7107,25,65,1481,2992,1439,21,68,39,7,1158,260,"48140"
"Waycross, GA Micro Area",55070,52976,39443,12308,167,336,19,45,658,2094,953,79,33,2,6,887,134,"48180"
"Weatherford, OK Micro Area",27469,23639,20169,794,1642,276,7,17,734,3830,1287,37,100,1,5,2064,336,"48220"
"Wenatchee-East Wenatchee, WA Metro Area",110884,81158,77272,262,807,839,140,128,1710,29726,10785,102,298,32,12,17206,1291,"48300"
"West Plains, MO Micro Area",40400,39703,38499,154,249,195,14,14,578,697,404,2,21,3,0,188,79,"48460"
"West Point, MS Micro Area",20634,20435,8276,11977,27,45,2,14,94,199,74,40,0,1,0,58,26,"48500"
"Wheeling, WV-OH Metro Area (part); Wheeling, WV-OH Metro Area (part)",147950,146894,139308,4604,184,739,13,104,1942,1056,743,43,13,9,4,142,102,"48540"
"Whitewater, WI Micro Area",102228,91650,88690,904,196,819,33,67,941,10578,5245,76,112,26,10,4537,572,"48580"
"Wichita, KS Metro Area",623061,550979,459730,46726,5478,20922,423,664,17036,72082,36726,1331,1430,242,48,26607,5698,"48620"
"Wichita Falls, TX Metro Area",151306,128305,108124,13409,1249,2632,89,118,2684,23001,11935,499,328,83,16,8683,1457,"48660"
"Williamsport, PA Metro Area",116111,114552,106710,5060,191,663,24,103,1801,1559,863,143,26,8,1,318,200,"48700"
"Willimantic, CT Micro Area",118428,107077,101138,1995,436,1360,38,126,1984,11351,4962,622,126,28,6,4876,731,"48740"
"Williston, ND Micro Area",22398,21962,20364,57,878,78,5,3,577,436,275,6,21,1,0,66,67,"48780"
"Willmar, MN Micro Area",42239,37529,35964,952,107,167,16,27,296,4710,3242,32,23,5,3,1194,211,"48820"
"Wilmington, NC Metro Area",362315,342856,281017,50797,1687,3137,152,542,5524,19459,8230,670,370,59,34,8686,1410,"48900"
"Wilmington, OH Micro Area",42040,41481,39496,905,85,211,17,41,726,559,309,27,11,2,0,158,52,"48940"
"Wilson, NC Micro Area",81234,73510,40157,31462,190,664,22,108,907,7724,2065,224,48,4,3,5014,366,"48980"
"Winchester, VA-WV Metro Area (part); Winchester, VA-WV Metro Area (part)",128472,119021,108821,6075,268,1608,48,165,2036,9451,3946,204,109,23,5,4553,611,"49020"
"Winfield, KS Micro Area",36311,33019,29832,971,644,578,13,12,969,3292,1485,33,80,8,4,1401,281,"49060"
"Winona, MN Micro Area",51461,50217,47828,642,116,1097,2,27,505,1244,745,8,17,4,0,374,96,"49100"
"Winston-Salem, NC Metro Area",477717,428443,317660,95147,1204,6851,174,785,6622,49274,14985,1781,637,86,74,28989,2722,"49180"
"Woodward, OK Micro Area",20081,17953,16632,308,522,115,8,20,348,2128,787,9,40,0,0,1109,183,"49260"
"Wooster, OH Micro Area",114520,112720,108450,1689,152,864,22,106,1437,1800,1093,23,31,10,4,461,178,"49300"
"Worcester, MA Metro Area",798552,723130,644299,29084,1298,31597,178,3634,13040,75422,39062,4230,678,218,68,25444,5722,"49340"
"Worthington, MN Micro Area",21378,16558,14365,727,67,1144,7,25,223,4820,1841,16,44,24,3,2721,171,"49380"
"Yakima, WA Metro Area",243231,133761,116024,1743,9072,2359,142,331,4090,109470,39032,577,1496,201,62,63083,5019,"49420"
"Yankton, SD Micro Area",22438,21824,20563,327,537,115,5,7,270,614,266,13,35,2,1,245,52,"49460"
"Yazoo City, MS Micro Area",28065,26764,10477,15893,59,124,4,5,202,1301,735,120,23,1,0,193,229,"49540"
"York-Hanover, PA Metro Area",434972,410575,374779,22493,635,5336,108,609,6615,24397,10356,1851,307,71,15,9717,2080,"49620"
"Youngstown-Warren-Boardman, OH-PA Metro Area (part); Youngstown-Warren-Boardman, OH-PA Metro Area (part)",565773,550588,476794,60220,850,3352,87,568,8717,15185,8057,1356,157,42,21,3886,1666,"49660"
"Yuba City, CA Metro Area",166892,121590,90198,3835,2185,18152,526,292,6402,45302,16883,445,855,373,48,22716,3982,"49700"
"Yuma, AZ Metro Area",195751,78839,69022,3169,1957,2041,204,216,2230,116912,68859,762,1099,283,102,40527,5280,"49740"
"Zanesville, OH Micro Area",86074,85424,79600,3214,169,285,14,131,2011,650,420,42,18,2,1,68,99,"49780"
